2026-04-06T18:43:13  INFO     [18:43:13.780] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.8 min left
2026-04-06T19:41:49  INFO     [19:41:49.035] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.2 min left
2026-04-06T19:41:49  INFO     [19:41:49.762] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.2 min left
2026-04-06T19:41:49  INFO     [19:41:49.766] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.2 min left
2026-04-06T19:41:49  INFO     [19:41:49.769] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.2 min left
2026-04-06T19:41:50  INFO     [19:41:50.500] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.2 min left
2026-04-06T19:41:50  INFO     [19:41:50.503] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.2 min left
2026-04-06T19:41:50  INFO     [19:41:50.506] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.2 min left
2026-04-06T19:41:51  INFO     [19:41:51.238] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.1 min left
2026-04-06T19:41:51  INFO     [19:41:51.242] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:41:51  INFO     [19:41:51.245] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.1 min left
2026-04-06T19:41:51  INFO     [19:41:51.973] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:41:51  INFO     [19:41:51.977] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.1 min left
2026-04-06T19:41:51  INFO     [19:41:51.980] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.1 min left
2026-04-06T19:41:52  INFO     [19:41:52.709] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:41:52  INFO     [19:41:52.713] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.1 min left
2026-04-06T19:41:52  INFO     [19:41:52.716] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.1 min left
2026-04-06T19:41:53  INFO     [19:41:53.444] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:41:53  INFO     [19:41:53.448] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.1 min left
2026-04-06T19:41:53  INFO     [19:41:53.450] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.1 min left
2026-04-06T19:41:54  INFO     [19:41:54.181] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:41:54  INFO     [19:41:54.185] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.1 min left
2026-04-06T19:41:54  INFO     [19:41:54.189] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.1 min left
2026-04-06T19:41:54  INFO     [19:41:54.909] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:41:54  INFO     [19:41:54.913] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.1 min left
2026-04-06T19:41:54  INFO     [19:41:54.919] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.1 min left
2026-04-06T19:41:55  INFO     [19:41:55.646] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.1 min left
2026-04-06T19:41:55  INFO     [19:41:55.650] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:41:55  INFO     [19:41:55.652] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.1 min left
2026-04-06T19:41:56  INFO     [19:41:56.384] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:41:56  INFO     [19:41:56.390] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.1 min left
2026-04-06T19:41:56  INFO     [19:41:56.407] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.1 min left
2026-04-06T19:41:57  INFO     [19:41:57.117] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:41:57  INFO     [19:41:57.121] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.0 min left
2026-04-06T19:41:57  INFO     [19:41:57.133] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.0 min left
2026-04-06T19:41:57  INFO     [19:41:57.854] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.0 min left
2026-04-06T19:41:57  INFO     [19:41:57.858] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:41:57  INFO     [19:41:57.861] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.0 min left
2026-04-06T19:41:58  INFO     [19:41:58.592] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:41:58  INFO     [19:41:58.596] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.0 min left
2026-04-06T19:41:58  INFO     [19:41:58.599] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.0 min left
2026-04-06T19:41:59  INFO     [19:41:59.330] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:41:59  INFO     [19:41:59.335] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.0 min left
2026-04-06T19:41:59  INFO     [19:41:59.338] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.0 min left
2026-04-06T19:42:00  INFO     [19:42:00.057] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:42:00  INFO     [19:42:00.066] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.0 min left
2026-04-06T19:42:00  INFO     [19:42:00.071] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.0 min left
2026-04-06T19:42:00  INFO     [19:42:00.792] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:42:00  INFO     [19:42:00.795] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.0 min left
2026-04-06T19:42:00  INFO     [19:42:00.798] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.0 min left
2026-04-06T19:42:01  INFO     [19:42:01.532] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.0 min left
2026-04-06T19:42:01  INFO     [19:42:01.537] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.0 min left
2026-04-06T19:42:01  INFO     [19:42:01.554] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:42:02  INFO     [19:42:02.266] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.0 min left
2026-04-06T19:42:02  INFO     [19:42:02.269] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.0 min left
2026-04-06T19:42:02  INFO     [19:42:02.282] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:42:03  INFO     [19:42:03.000] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.9 min left
2026-04-06T19:42:03  INFO     [19:42:03.004] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.9 min left
2026-04-06T19:42:03  INFO     [19:42:03.008] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:42:03  INFO     [19:42:03.736] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.9 min left
2026-04-06T19:42:03  INFO     [19:42:03.740] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.9 min left
2026-04-06T19:42:03  INFO     [19:42:03.743] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:42:04  INFO     [19:42:04.469] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.9 min left
2026-04-06T19:42:04  INFO     [19:42:04.475] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.9 min left
2026-04-06T19:42:04  INFO     [19:42:04.480] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:42:05  INFO     [19:42:05.195] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.9 min left
2026-04-06T19:42:05  INFO     [19:42:05.204] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.9 min left
2026-04-06T19:42:05  INFO     [19:42:05.209] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:42:05  INFO     [19:42:05.927] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.9 min left
2026-04-06T19:42:05  INFO     [19:42:05.931] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.9 min left
2026-04-06T19:42:05  INFO     [19:42:05.933] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:42:06  INFO     [19:42:06.661] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.9 min left
2026-04-06T19:42:06  INFO     [19:42:06.664] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.9 min left
2026-04-06T19:42:06  INFO     [19:42:06.668] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:42:07  INFO     [19:42:07.391] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.9 min left
2026-04-06T19:42:07  INFO     [19:42:07.395] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.9 min left
2026-04-06T19:42:07  INFO     [19:42:07.399] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:42:08  INFO     [19:42:08.130] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.9 min left
2026-04-06T19:42:08  INFO     [19:42:08.134] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:42:08  INFO     [19:42:08.137] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.9 min left
2026-04-06T19:42:08  INFO     [19:42:08.870] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:42:08  INFO     [19:42:08.873] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.9 min left
2026-04-06T19:42:08  INFO     [19:42:08.877] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.9 min left
2026-04-06T19:42:09  INFO     [19:42:09.602] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:42:09  INFO     [19:42:09.606] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.8 min left
2026-04-06T19:42:09  INFO     [19:42:09.610] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.8 min left
2026-04-06T19:42:10  INFO     [19:42:10.336] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:42:10  INFO     [19:42:10.340] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.8 min left
2026-04-06T19:42:10  INFO     [19:42:10.343] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.8 min left
2026-04-06T19:42:11  INFO     [19:42:11.065] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:42:11  INFO     [19:42:11.074] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.8 min left
2026-04-06T19:42:11  INFO     [19:42:11.103] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.8 min left
2026-04-06T19:42:11  INFO     [19:42:11.805] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:42:11  INFO     [19:42:11.809] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.8 min left
2026-04-06T19:42:11  INFO     [19:42:11.840] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.8 min left
2026-04-06T19:42:12  INFO     [19:42:12.533] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:42:12  INFO     [19:42:12.541] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.8 min left
2026-04-06T19:42:12  INFO     [19:42:12.566] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.8 min left
2026-04-06T19:42:13  INFO     [19:42:13.276] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:42:13  INFO     [19:42:13.279] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.8 min left
2026-04-06T19:42:13  INFO     [19:42:13.291] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.8 min left
2026-04-06T19:42:14  INFO     [19:42:14.010] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:42:14  INFO     [19:42:14.014] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.8 min left
2026-04-06T19:42:14  INFO     [19:42:14.016] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.8 min left
2026-04-06T19:42:14  INFO     [19:42:14.746] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:42:14  INFO     [19:42:14.751] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.8 min left
2026-04-06T19:42:14  INFO     [19:42:14.754] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.8 min left
2026-04-06T19:42:15  INFO     [19:42:15.476] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:42:15  INFO     [19:42:15.481] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 2.7 min left
2026-04-06T19:42:15  INFO     [19:42:15.486] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.7 min left
2026-04-06T19:42:16  INFO     [19:42:16.220] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.7 min left
2026-04-06T19:42:16  INFO     [19:42:16.225] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.7 min left
2026-04-06T19:42:16  INFO     [19:42:16.231] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:42:16  INFO     [19:42:16.951] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.7 min left
2026-04-06T19:42:16  INFO     [19:42:16.955] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.7 min left
2026-04-06T19:42:16  INFO     [19:42:16.961] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:42:17  INFO     [19:42:17.687] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.7 min left
2026-04-06T19:42:17  INFO     [19:42:17.691] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.7 min left
2026-04-06T19:42:17  INFO     [19:42:17.694] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:42:18  INFO     [19:42:18.413] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.7 min left
2026-04-06T19:42:18  INFO     [19:42:18.423] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.7 min left
2026-04-06T19:42:18  INFO     [19:42:18.428] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:42:19  INFO     [19:42:19.146] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.7 min left
2026-04-06T19:42:19  INFO     [19:42:19.152] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.7 min left
2026-04-06T19:42:19  INFO     [19:42:19.156] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:42:19  INFO     [19:42:19.879] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.7 min left
2026-04-06T19:42:19  INFO     [19:42:19.886] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.7 min left
2026-04-06T19:42:19  INFO     [19:42:19.890] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:42:20  INFO     [19:42:20.616] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.7 min left
2026-04-06T19:42:20  INFO     [19:42:20.619] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.7 min left
2026-04-06T19:42:20  INFO     [19:42:20.621] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:42:21  INFO     [19:42:21.357] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.6 min left
2026-04-06T19:42:21  INFO     [19:42:21.361] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.6 min left
2026-04-06T19:42:21  INFO     [19:42:21.374] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:42:22  INFO     [19:42:22.085] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.6 min left
2026-04-06T19:42:22  INFO     [19:42:22.093] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.6 min left
2026-04-06T19:42:22  INFO     [19:42:22.106] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:42:22  INFO     [19:42:22.821] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.6 min left
2026-04-06T19:42:22  INFO     [19:42:22.825] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.6 min left
2026-04-06T19:42:22  INFO     [19:42:22.841] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:42:23  INFO     [19:42:23.557] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.6 min left
2026-04-06T19:42:23  INFO     [19:42:23.560] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.6 min left
2026-04-06T19:42:23  INFO     [19:42:23.570] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:42:24  INFO     [19:42:24.288] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.6 min left
2026-04-06T19:42:24  INFO     [19:42:24.292] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.6 min left
2026-04-06T19:42:24  INFO     [19:42:24.298] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:42:25  INFO     [19:42:25.018] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.6 min left
2026-04-06T19:42:25  INFO     [19:42:25.022] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.6 min left
2026-04-06T19:42:25  INFO     [19:42:25.027] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:42:25  INFO     [19:42:25.749] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 2.6 min left
2026-04-06T19:42:25  INFO     [19:42:25.752] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.6 min left
2026-04-06T19:42:25  INFO     [19:42:25.756] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:42:26  INFO     [19:42:26.485] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.6 min left
2026-04-06T19:42:26  INFO     [19:42:26.489] [KXETH15M] HOLDING YES | cur=100c entry=88c | unrealized=$+0.12 | 2.6 min left
2026-04-06T19:42:26  INFO     [19:42:26.492] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:42:27  INFO     [19:42:27.218] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.5 min left
2026-04-06T19:42:27  INFO     [19:42:27.222] [KXETH15M] HOLDING YES | cur=100c entry=88c | unrealized=$+0.12 | 2.5 min left
2026-04-06T19:42:27  INFO     [19:42:27.225] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.5 min left
2026-04-06T19:42:27  INFO     [19:42:27.958] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.5 min left
2026-04-06T19:42:27  INFO     [19:42:27.962] [KXETH15M] HOLDING YES | cur=100c entry=88c | unrealized=$+0.12 | 2.5 min left
2026-04-06T19:42:27  INFO     [19:42:27.964] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.5 min left
2026-04-06T19:42:28  INFO     [19:42:28.696] [KXETH15M] HOLDING YES | cur=100c entry=88c | unrealized=$+0.12 | 2.5 min left
2026-04-06T19:42:28  INFO     [19:42:28.699] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.5 min left
2026-04-06T19:42:28  INFO     [19:42:28.701] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.5 min left
2026-04-06T19:42:29  INFO     [19:42:29.432] [KXETH15M] HOLDING YES | cur=100c entry=88c | unrealized=$+0.12 | 2.5 min left
2026-04-06T19:42:29  INFO     [19:42:29.436] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.5 min left
2026-04-06T19:42:29  INFO     [19:42:29.439] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.5 min left
2026-04-06T19:42:30  INFO     [19:42:30.169] [KXETH15M] HOLDING YES | cur=100c entry=88c | unrealized=$+0.12 | 2.5 min left
2026-04-06T19:42:30  INFO     [19:42:30.173] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.5 min left
2026-04-06T19:42:30  INFO     [19:42:30.176] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.5 min left
2026-04-06T19:42:30  INFO     [19:42:30.897] [KXETH15M] HOLDING YES | cur=100c entry=88c | unrealized=$+0.12 | 2.5 min left
2026-04-06T19:42:30  INFO     [19:42:30.902] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 2.5 min left
2026-04-06T19:42:30  INFO     [19:42:30.906] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.5 min left
2026-04-06T19:42:31  INFO     [19:42:31.627] [KXETH15M] HOLDING YES | cur=100c entry=88c | unrealized=$+0.12 | 2.5 min left
2026-04-06T19:42:31  INFO     [19:42:31.649] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.5 min left
2026-04-06T19:42:31  INFO     [19:42:31.666] [KXSOL15M] HOLDING YES | cur=99c entry=94c | unrealized=$+0.05 | 2.5 min left
2026-04-06T19:42:32  INFO     [19:42:32.364] [KXETH15M] HOLDING YES | cur=100c entry=88c | unrealized=$+0.12 | 2.5 min left
2026-04-06T19:42:32  INFO     [19:42:32.376] [KXBTC15M] HOLDING YES | cur=100c entry=92c | unrealized=$+0.08 | 2.5 min left
